company_name,domain,website_clean,priority_tier,tier_name,business_type,market_region,estimated_employees,currency,monthly_revenue_display,monthly_revenue_numeric,opportunity_value_display,opportunity_value_numeric,overall_score,digital_maturity_score,technology_readiness,digital_opportunity,website_performance_score,website_accessibility_score,website_seo_score,website_best_practices_score,website_overall_score,website_status,needs_improvement,outreach_priority,primary_pain_point,urgency_level,estimated_monthly_impact,success_probability,follow_up_timeline,talking_point_1,talking_point_2,talking_point_3,discovery_query,discovery_date,discovery_source,enrichment_status,enrichment_mode,enrichment_timestamp,lead_status,assigned_to,contact_priority,follow_up_date,notes,created_date,last_modified
Home - Portland Physio - East Grinstead,portland-physio.co.uk,https://portland-physio.co.uk,3,Tier 3 - Silver,Medical,"Portland, OR",8,USD,"USD $73,333",73333.33333333333,USD $115,114.98666666666665,0.826,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,5500.0,0.64,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:23.514683,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
New England Center for Body Sculpting,facebook.com › nebodysculpt › posts › call-...,https://facebook.com,3,Tier 3 - Silver,Medical,North America,8,USD,"USD $73,333",73333.33333333333,USD $115,114.98666666666665,0.826,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,5500.0,0.64,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""beauty clinic"" (montreal OR ""new england"") ""consultation""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:24.509196,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
Tell Me About Yourself? - Lutherwood,starlingcs.ca › blog › tell-me-about-yourself,https://starlingcs.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,CAD $71,70.93333333333334,0.824,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:25.509432,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
I'm really trying not get upset about another reje...,glassdoor.ca › community › interview-tips,https://glassdoor.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,CAD $71,70.93333333333334,0.824,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:26.505035,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
About,reimagineleadership.ca › about,https://reimagineleadership.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,CAD $71,70.93333333333334,0.824,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:27.505832,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
Passionate About Pharmacy Practice in Canada? Become ...,napra.ca › napra updates,https://napra.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,CAD $71,70.93333333333334,0.824,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:28.504828,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
Long-term Care Best Practices Implementation Coach,rnao.ca › about rnao › careers at rnao,https://rnao.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,CAD $71,70.93333333333334,0.824,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:29.540920,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
About us,optimize.ca › lank-group › about-us,https://optimize.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,CAD $71,70.93333333333334,0.824,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:30.526960,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
Learning about sexism in the workplace - Alberta style,ourfinest.ca › 2021,https://ourfinest.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,CAD $71,70.93333333333334,0.824,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"inurl:about site:*.ca ""years experience"" ""practice"" -university",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:31.520766,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
Wellness Partners - Montreal Chiropractor,natashahayden.ca › wellness-partners,https://natashahayden.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,CAD $88,88.19999999999999,0.816,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3938.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:32.525413,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
Chiropractor Montreal - Old Monreal Facility,unitraining.ca › montreal-chiropractor-in-o...,https://unitraining.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,CAD $88,88.19999999999999,0.816,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3938.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:33.529567,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
Find chiropractors in Montréal | Lumino Health,luminohealth.sunlife.ca › montreal › chiropractors,https://luminohealth.sunlife.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,CAD $88,88.19999999999999,0.816,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3938.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:34.537924,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
Our mission,westislandchiro.ca › our-mission,https://westislandchiro.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,CAD $88,88.19999999999999,0.816,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3938.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:50.539456,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.921944,2025-07-30T16:35:27.921944
Ask A Chiropractor,twodoulas.ca › 2016,https://twodoulas.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,CAD $88,88.19999999999999,0.816,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3938.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:50.740751,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.922943,2025-07-30T16:35:27.922943
Wellness - Care - Spinal - Joint - Alignment,orthochiro.ca › wellness_care,https://orthochiro.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,CAD $88,88.19999999999999,0.816,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3938.0,0.64,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:51.723053,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.922943,2025-07-30T16:35:27.922943
Facial,vavalmedical.ca › services › facial,https://vavalmedical.ca,3,Tier 3 - Silver,Medical,"Ontario, CA",6,CAD,"CAD $60,000",60000.0,CAD $94,94.07999999999998,0.801,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4500.0,0.63,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:01.779761,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.925069,2025-07-30T16:35:27.925069
Services,vavalmedical.ca › services,https://vavalmedical.ca,3,Tier 3 - Silver,Medical,"Ontario, CA",6,CAD,"CAD $60,000",60000.0,CAD $94,94.07999999999998,0.801,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4500.0,0.63,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""ontario"" (""beauty clinic"" OR ""aesthetic clinic"") ""treatments"" -spa -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:02.777930,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.925069,2025-07-30T16:35:27.925069
What is a chiropractor? | Concept & Definition,kiroclinique.ca › chiropratic › what-is-a-chiroprac...,https://kiroclinique.ca,3,Tier 3 - Silver,Medical,"Montreal, QC",6,CAD,"CAD $60,000",60000.0,CAD $94,94.07999999999998,0.801,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4500.0,0.63,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""montreal"" (""chiropractor"" OR ""chiropractic"") ""wellness"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:03.828128,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.925069,2025-07-30T16:35:27.925069
Luxe Medical Aesthetics - Medical Aesthetics,luxemedicalaesthetics.com,https://luxemedicalaesthetics.com,3,Tier 3 - Silver,Medical,"Denver, CO",6,USD,"USD $55,000",55000.0,USD $86,86.23999999999998,0.801,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4125.0,0.63,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:04.819666,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.925499,2025-07-30T16:35:27.925499
"Renu Laser & Skin Care - Denver, CO | Medical Spa - Littleton",renulaserandskincare.com,https://renulaserandskincare.com,3,Tier 3 - Silver,Medical,"Denver, CO",6,USD,"USD $55,000",55000.0,USD $86,86.23999999999998,0.801,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4125.0,0.63,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:05.830457,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.925499,2025-07-30T16:35:27.925499
"Jeunesse Aesthetics: Medical Spa | Denver, CO",jeunesse-denver.com,https://jeunesse-denver.com,3,Tier 3 - Silver,Medical,"Denver, CO",6,USD,"USD $55,000",55000.0,USD $86,86.23999999999998,0.801,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4125.0,0.63,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:06.828747,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.925499,2025-07-30T16:35:27.925499
Doctor Appointment in Brazil by Telemedicine,membres.oaq.qc.ca › urltracking › mybrazi...,https://membres.oaq.qc.ca,3,Tier 3 - Silver,Medical,Canada,6,CAD,"CAD $60,000",60000.0,CAD $113,112.89599999999999,0.801,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4500.0,0.63,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:07.809052,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926339,2025-07-30T16:35:27.926339
Bookkeeping - The Accounting Firm – .,theaccountingfirm.ca › bookkeeping,https://theaccountingfirm.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:52.736936,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.922943,2025-07-30T16:35:27.922943
"Counttech CPA: Virtual Accounting Firm in Toronto, Ontario",counttech.ca,https://counttech.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:53.741019,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.923362,2025-07-30T16:35:27.923362
Accounting for Small Business,futurebalance.ca › accounting-for-small-business,https://futurebalance.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $130,130.13000000000002,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:54.740761,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.923362,2025-07-30T16:35:27.923362
Orbit Accountants: Accounting and Tax Services in Canada,orbitaccountants.ca,https://orbitaccountants.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:55.777096,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.923723,2025-07-30T16:35:27.923723
Bookkeeping and Accounting Firm Toronto,accountor.ca › offers › ontario › toronto › accoun...,https://accountor.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:56.761426,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.923723,2025-07-30T16:35:27.923723
Markham Accounting Firm | Bookkeeping Toronto,jadeconsulting.ca › pages › about-us,https://jadeconsulting.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:57.758921,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.924151,2025-07-30T16:35:27.924151
RMP - Accounting Services in Toronto and Mississauga,rmpps.ca,https://rmpps.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:58.791571,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.924151,2025-07-30T16:35:27.924151
Small Business Accountant,farrukhahmed.ca › small-business-accountant,https://farrukhahmed.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:59.793983,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.924151,2025-07-30T16:35:27.924151
Accounting Services | Toronto CPA Firm,bgllp.ca › practice-areas › accounting-services,https://bgllp.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4875.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:00.793751,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.924151,2025-07-30T16:35:27.924151
Bookkeeping Services Toronto | CPA Accounting Firm Near Me ...,aliacpa.ca › bookkeeping-services-cpa-near...,https://aliacpa.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",5,CAD,"CAD $54,167",54166.666666666664,CAD $99,98.58333333333333,0.801,52.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4062.0,0.61,24 hours,Website loading 50% slower than industry standard,Trust signals essential for financial services online presence,,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:08.825355,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926339,2025-07-30T16:35:27.926339
Original Glam | Denver Med Spa,originalglamdenver.com,https://originalglamdenver.com,4,Tier 4 - Bronze,Beauty,"Denver, CO",6,USD,"USD $37,500",37500.0,USD $101,100.8,0.794,51.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,2812.0,0.61,24 hours,Website loading 50% slower than industry standard,,,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:09.839956,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T16:35:27.926827
IV Hydration & Beauty Treatments in Denver | Kya IV ...,kyaivbeauty.com,https://kyaivbeauty.com,4,Tier 4 - Bronze,Beauty,"Denver, CO",6,USD,"USD $37,500",37500.0,USD $101,100.8,0.794,51.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,2812.0,0.61,24 hours,Website loading 50% slower than industry standard,,,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:10.813059,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T16:35:27.926827
"THE BEST 10 ESTHETICIANS in DENVER, CO",yelp.com › ... › skin care › estheticians,https://yelp.com,4,Tier 4 - Bronze,Beauty,"Denver, CO",6,USD,"USD $37,500",37500.0,USD $101,100.8,0.794,51.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,2812.0,0.61,24 hours,Website loading 50% slower than industry standard,,,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:11.813177,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T16:35:27.926827
Active Sports Therapy: Sports Medicine Calgary,activesportstherapy.ca,https://activesportstherapy.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,CAD $73,73.15,0.756,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3562.0,0.61,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:23.846673,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T16:35:27.927840
"Sports Therapy in Calgary, AB",radiantphysiotherapy.ca › sports-physiothera...,https://radiantphysiotherapy.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,CAD $73,73.15,0.756,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3562.0,0.61,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:35:24.856242,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.928839,2025-07-30T16:35:27.928839
